"x"
13,3280912111099
3,61931208177317
2,67760416023733
6,8091060100512
5,0724110432996
4,3214372229332
12,6784267291109
4,53561091727304
2,48488104574827
18,361149007753
2,57174846229123
6,55761809058875
16,1932373441347
6,61608219846055
2,65814588270868
28,2265774851121
5,55067417910886
8,32538517713658
9,86774095336866
4,49600395168797
42,9447824118505
9,54004162096058
4,76515428158978
6,7146713762617
27,6331159894093
5,7530911539634
2,53710514696559
4,4780499925307
11,8205091094582
3,04643152210424
2,80180721356653
2,02187592435818
5,17544480960452
10,0990285661835
4,74826975390099
2,74272697476323
5,7398866493166
3,91849672726474
6,70031747240102
8,997625807858
2,84285503376345
8,45853786039703
5,88759639810875
3,23410320032619
7,2755222141291
4,21729468877229
2,39268440006479
2,81945594332609
2,42917142841534
2,80191942118698
3,91972681166846
4,70513946433948
5,37723758342052
4,76985133539637
7,70004340381278
4,19287062284884
29,8456463594323
17,5423104304029
2,58948896884817
3,70304153630851
2,1303449509479
3,66448475806831
3,80813138234386
32,8765934476387
22,5893060815638
3,90229837370638
4,29070366054837
9,0741821057248
7,97385076367628
3,55095763320237
2,71044108057267
5,21530733682914
5,08576620949214
6,59437434436485
2,51382427878499
2,7629678249621
3,97753020174148
17,3428245560347
8,21899190445008
6,96113167366873
2,29724875845206
6,2832526046399
7,15016983958405
2,11970564485631
2,79228819810223
3,18173219247638
16,8783084793854
9,71793632851217
2,79728531714884
24,3988811772792
8,57552002016515
5,89273182969296
8,442445197294
3,79786968988447
5,23804435082632
4,46398067367608
4,54695210749652
7,40098785802624
3,65271780122857
11,9034822581365
3,03358683345251
4,06618424340771
2,84968210829488
10,1279707170214
3,58772164760308
2,50510718962075
3,71368756506111
3,90065207692689
4,34463444745813
4,57041919342873
4,69316264213007
3,44483992939383
3,03539445942139
2,09901189175521
8,33588179465099
2,35310387175512
3,84297145269541
1,86650822237977
11,210306222665
2,37026672809606
2,62179333416168
2,49236119309473
3,37676574225051
6,12861386140416
3,71342671745516
6,53534728879413
3,70038585816608
2,09722094286187
4,70903568348397
2,50856935797263
3,81229885992731
1,72149523330039
9,82775364719235
2,63740744533575
2,23646160539745
5,5441606358084
7,95343515849592
3,76929619991116
3,91221459033837
6,94702073291246
2,64982364260607
3,89893603280416
6,05498080039668
7,46508058830146
7,42107731588104
5,97692998766618
7,25322018839285
2,81207952869749
6,95573166192007
26,0476661102491
10,6259479532337
5,51071371404838
3,93296441071768
4,59853602929077
2,87005142153795
3,53253696683848
8,46104601629478
2,69825609851213
7,66503411582143
8,4808609634026
5,77765032362616
5,31464678544056
5,064902505467
4,21246162467006
2,71951481869388
6,3075854629174
5,65253315902056
2,84951877391548
4,27645052910229
3,00376430621567
10,0687807644064
9,94782420301774
6,60800151783767
5,4867521611823
7,00764537174907
3,34287736052504
3,26054013449143
2,7874586830079
3,90036603777246
5,15180871275802
6,1280859021451
23,0637802548478
3,15076431641532
3,49740476356162
2,40448851925559
3,14628837284761
3,13943377788842
3,49490871213307
3,44690550075243
3,65655848983146
2,50691969077942
3,63404177978102
6,88158172684254
3,99940144226611
2,64289611546026
3,96663911716784
4,90419850662659
2,99103805426412
3,48913335446376
4,7459096122334
3,02750719484281
5,08050277371011
4,04510167190759
6,20087933237189
8,07579438883302
6,42673247872964
2,34893821885892
4,80377020308021
13,2721411750469
5,09056347698516
6,39134173022354
24,0699262958354
5,64358191335982
5,24252547464831
5,33332167579351
1,87828799175194
4,24383452668343
4,2328915019976
7,99035549379149
17,7139899231688
7,59100659578878
28,9410776784889
19,8946278053126
5,66697357220041
10,3115134927789
5,89711243948642
40,1453124713095
3,76908281253838
5,0813480591329
2,92196507847076
6,37065228386544
8,26254332334915
2,13601261060824
5,43981855537605
4,53163486311306
4,50355706852452
3,35137679421882
7,65508747598112
3,06222138187932
23,5221584510772
2,8123936099465
2,85143451908111
11,2549800041845
4,49739164736133
2,7565384767958
5,87507770883124
1,72975424842275
9,19267301754497
3,63963008055244
8,87174595691921
5,00491146843011
7,45157570081277
6,21665206836335
4,78502457398335
4,69051308614656
59,097612095881
7,77395884969721
3,06790965422613
6,70738323363751
4,50025021682535
2,00777318473717
1,94442571156689
4,9740639871634
6,26374180613446
4,63561266714855
4,33565503215644
8,02327211257258
4,94613119112773
2,59872823080295
7,55187321217454
6,35846865129519
4,79569685951551
7,64155807409009
6,11151021092764
2,70811433495588
2,40991332261132
6,31302356963068
5,14205714623257
3,01761509439394
5,04899593622024
9,39467769609794
2,15694770148094
6,79175928861197
4,20736082915961
24,3530737181231
4,27189200018762
6,65382086192972
2,54514860846056
3,77522841044771
21,4996078585673
6,29418528192105
5,47203229233088
4,95722312296963
5,17830989294192
4,3960054207268
16,5443708619605
3,85908557806419
5,68082652068649
4,95662608601458
10,1194317621768
10,7097446560203
9,01752592360886
2,32644329985842
2,54066547213667
4,38505942571282
13,628376531688
4,22042312216788
2,47776571386103
23,0032023729844
8,75347051468572
11,0491863738777
3,6435810758392
4,44975903726652
2,34115625782765
3,57694316357388
3,13585245536975
9,03474165277425
20,7209484541243
1,65798793205326
6,48440054696031
2,57903817401195
7,07379802511795
2,13083918383098
3,26035554466931
2,80387826375429
6,42377650460294
12,0024156455259
5,3634223475792
5,12320094362176
4,64706199739233
11,8096798462788
4,72457729021937
9,5115646008325
18,6658741799726
3,35684078825736
5,51224594542406
14,319754764155
4,47728604006024
7,37041143697628
14,5614316674813
3,09385218317751
2,95148189580548
5,08988278804361
