14 
 147 
   0    2    6.176105054e+00 
   0    3   -8.566146029e+00 
   0    4    8.499682316e+00 
   0    5   -7.972137185e+00 
   0    6    6.522478573e+00 
   0    7   -8.513277933e+00 
   0    8    8.779550113e+00 
   0    9    2.319357422e+00 
   0   10   -8.666369860e-01 
   0   11   -8.063364824e+00 
   0   12   -2.859505092e+00 
   0   13    4.528584781e+00 
   1    0   -8.193092436e-01 
   1    1   -6.666116912e+00 
   1    2   -9.584721589e+00 
   1    3    8.511712157e+00 
   1    4   -6.556240212e+00 
   1    5   -6.244080561e+00 
   1    6   -9.073387781e+00 
   1    7   -4.209786948e+00 
   1    8    9.984517777e-01 
   1    9    3.738702289e+00 
   1   10    9.901791802e+00 
   1   11    6.842397474e+00 
   1   12   -6.791987513e+00 
   1   13    1.409739280e+00 
   2    0    4.452894327e+00 
   2    1    2.159576756e+00 
   2    2    3.810621517e+00 
   2    3    7.090826522e+00 
   2    4   -7.383771457e+00 
   2    5   -3.692129099e+00 
   2    6   -7.741735119e+00 
   2    7    9.663848479e+00 
   2    8    7.640619903e+00 
   2    9   -3.061034810e+00 
   2   10   -7.484804840e+00 
   3    1   -6.133816903e+00 
   3    2    8.429015418e+00 
   3    3   -4.467875779e+00 
   3    4   -3.746254040e+00 
   3    6    2.248108552e+00 
   3    7    9.574515424e+00 
   3    9    4.990082189e+00 
   3   10   -2.805396730e+00 
   3   11   -1.471522738e+00 
   3   12    3.303929544e+00 
   3   13   -8.719514337e+00 
   4    0    1.154357845e+00 
   4    1   -8.403128185e+00 
   4    3    5.473555182e+00 
   4    5   -4.496430138e+00 
   4    6   -9.846943250e-01 
   4    7   -1.144673750e+00 
   4    8   -4.890079038e+00 
   4    9    7.835326829e+00 
   4   11   -9.645426537e+00 
   4   12    6.186869796e+00 
   4   13    8.672425795e+00 
   5    0   -6.085251763e+00 
   5    1    8.933547806e+00 
   5    2    3.852916377e+00 
   5    3    9.436139815e-01 
   5    4    5.899804538e+00 
   5    5    8.323262943e-02 
   5    6    9.643073390e-01 
   5    7   -9.114103101e+00 
   5    8    4.595973490e+00 
   5   11   -6.396854652e+00 
   5   13   -4.643529674e+00 
   6    0   -7.924470451e+00 
   6    2   -5.985605887e-01 
   6    3   -7.412170116e+00 
   6    5   -6.224976706e+00 
   6    6    7.369928891e+00 
   6    7    9.294468468e+00 
   6    8    7.022282330e+00 
   6    9    5.972476271e-01 
   6   10   -5.819738953e-01 
   6   12   -4.759924961e+00 
   6   13   -6.819212092e+00 
   7    0   -5.133486040e+00 
   7    1    1.613413263e+00 
   7    4   -8.654713493e+00 
   7    6    3.827132458e+00 
   7    7   -7.191665118e+00 
   7   10    4.529031644e+00 
   7   11   -5.749295299e+00 
   7   12    9.001776887e+00 
   7   13   -1.877869989e+00 
   8    0   -6.783467284e+00 
   8    1    2.534601988e+00 
   8    3   -2.867588300e+00 
   8    7   -1.687202523e+00 
   8    8   -1.979431864e+00 
   8    9    3.099012308e-01 
   8   10    2.114204688e+00 
   8   11    7.543993126e+00 
   8   12    1.980474858e+00 
   8   13    3.090307973e+00 
   9    0   -8.035531042e+00 
   9    3   -6.920945959e+00 
   9    4    6.028245924e+00 
   9    5   -6.501657920e+00 
   9    6   -3.583543249e-01 
   9    7   -7.389753152e+00 
   9    8    9.182767546e+00 
   9    9    4.561957515e+00 
   9   10   -6.538996170e+00 
   9   11   -8.738336958e+00 
   9   12    3.668015303e+00 
  10    0    4.470292409e+00 
  10    2    4.820497099e+00 
  10    4   -1.206087389e+00 
  10    9   -6.708870386e+00 
  10   11    9.456897353e+00 
  10   12    7.592669784e+00 
  10   13    3.013766445e+00 
  11    0   -2.908773083e+00 
  11    2    2.477880017e+00 
  11    3   -9.497794729e+00 
  11    5    7.660280459e+00 
  11    6   -5.436895076e+00 
  11    7   -3.977319784e+00 
  11    8   -2.025622817e+00 
  11    9    5.588480145e-01 
  11   12   -2.054943538e-01 
  11   13   -3.616300044e+00 
  12    0   -5.703481595e+00 
  12    1   -8.757168510e+00 
  12    3   -7.342277960e+00 
  12    4   -8.641863569e+00 
  12    5   -8.747568715e+00 
  12    6   -3.197990684e+00 
  12    7   -1.073886655e+00 
  12    8   -3.415828956e+00 
  12   10    6.853608244e+00 
  13    0   -5.528181252e+00 
  13    1    5.489660467e+00 
  13    2   -7.856103232e-01 
  13    3   -9.870513814e+00 
  13    7    2.406905858e-01 
  13    8    6.524868492e+00 
  13    9    8.751132169e+00 
  13   10   -9.522421362e+00 
  13   11    2.548069883e+00 
  13   12    2.437945549e+00 
 10 
   0    2.490251311e+00 
   1   -4.893459420e+00 
   2   -4.102287196e+00 
   3   -1.844948784e+00 
   6    3.460822112e+00 
   7    8.127138244e+00 
   8    3.421570742e+00 
   9   -6.423825189e+00 
  10    2.801182270e+00 
  13    6.573287643e+00 
