0.000000000000e+00 -2.783339212000e-03 -2.476791009000e-01 2.791656456000e+00 -9.637152594000e+00 0.000000000000e+00 -6.346044608000e+00 -2.447596623000e+00 -3.770833067000e+00 8.315673928000e-01 0.000000000000e+00 -9.453801150000e+00 -3.876132254000e+00 6.712453010000e+00   ----   0.000000000000e+00
0.000000000000e+00 5.721834639000e-01 -9.390045751000e+00 -3.780428738000e+00 -2.659004998000e+00 0.000000000000e+00 -7.951898171000e+00 0.000000000000e+00 7.860330913000e+00 -7.638921357000e+00 -3.914066064000e+00 5.889489425000e+00 -5.652850719000e+00 6.315034029000e+00   ----   3.176706590000e+00
3.394898276000e+00 -3.904362468000e+00 -6.912757483000e+00 2.587883817000e+00 1.825689324000e+00 -1.203434235000e+00 -4.567419919000e+00 -9.085065102000e+00 9.178252644000e+00 0.000000000000e+00 -2.242844289000e+00 -9.659519993000e+00 4.999573079000e+00 4.824637929000e+00   ----   -4.870640192000e+00
-4.677663552000e+00 5.895508134000e-01 -9.780663364000e+00 -5.161447159000e+00 -7.360969551000e+00 -9.330466760000e+00 -6.157590122000e+00 -7.080915750000e+00 0.000000000000e+00 4.596309817000e+00 -2.134612624000e+00 6.391621437000e+00 0.000000000000e+00 -4.673237077000e-01   ----   -4.945614952000e+00
0.000000000000e+00 -9.863506873000e+00 -3.668341645000e+00 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 -5.596987717000e+00 6.596281809000e+00 -4.257131770000e+00 0.000000000000e+00 -2.859544421000e+00 0.000000000000e+00 0.000000000000e+00   ----   0.000000000000e+00
-5.631740537000e-01 -1.143825903000e+00 8.798347206000e-01 6.348537226000e+00 0.000000000000e+00 8.559153999000e+00 9.828292056000e+00 0.000000000000e+00 -2.120343023000e+00 -4.667344579000e+00 -1.471864905000e+00 7.821071390000e+00 0.000000000000e+00 0.000000000000e+00   ----   2.704567666000e+00
0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 2.063162382000e-01 9.638873311000e+00 -4.020749481000e+00 3.464031439000e+00 0.000000000000e+00 0.000000000000e+00 -5.574461225000e+00 0.000000000000e+00 1.277843054000e+00 -5.359654936000e+00 2.246456565000e+00   ----   0.000000000000e+00
0.000000000000e+00 -4.319134477000e+00 0.000000000000e+00 -8.618005567000e+00 -5.247738001000e+00 -2.727377608000e-01 -1.269183181000e+00 -5.956310756000e+00 -9.271920774000e+00 9.489475140000e+00 -4.555849786000e+00 6.998736007000e+00 6.533485826000e+00 -6.680697879000e+00   ----   4.329592153000e+00
9.274244464000e+00 0.000000000000e+00 -9.067906246000e+00 9.640423013000e+00 0.000000000000e+00 0.000000000000e+00 1.747116580000e+00 3.259668438000e+00 -1.823538917000e+00 -1.839064973000e+00 3.053340218000e+00 0.000000000000e+00 6.210003379000e+00 -9.277226543000e+00   ----   -6.965670966000e+00
-6.272067060000e+00 8.856151981000e+00 6.556332216000e+00 0.000000000000e+00 -1.199616788000e+00 -7.720363982000e+00 -7.149621869000e-01 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 8.616902169000e+00 8.823722308000e+00 3.103858236000e+00 -3.068373840000e+00   ----   -6.950607796000e+00
4.636998708000e+00 -6.533598225000e+00 1.375721133000e+00 8.223458534000e+00 2.524031736000e+00 -3.725803920000e+00 -1.068573867000e+00 -7.886392385000e+00 -8.592886210000e+00 6.213489012000e+00 -2.555583805000e+00 -9.651573281000e+00 5.025889845000e+00 8.476650795000e+00   ----   -1.709169398000e+00
9.946158808000e-01 1.059698031000e+00 -4.927738702000e+00 4.936891616000e+00 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 3.174890916000e+00 2.815752987000e+00 5.030385609000e+00 -5.836788880000e+00 9.950861205000e+00 0.000000000000e+00 0.000000000000e+00   ----   2.333275104000e+00
0.000000000000e+00 0.000000000000e+00 -6.132216105000e+00 0.000000000000e+00 -5.241831855000e+00 0.000000000000e+00 -4.226824884000e+00 0.000000000000e+00 1.479845724000e+00 0.000000000000e+00 9.265332730000e+00 -8.942638697000e-01 3.193340414000e+00 -7.047759487000e+00   ----   4.230544579000e+00
6.639799025000e+00 -8.794780311000e+00 2.206092898000e+00 2.147414510000e+00 6.874429115000e+00 1.333928335000e+00 6.102258588000e-01 2.142838855000e+00 -6.486715275000e+00 -1.384006086000e+00 0.000000000000e+00 4.028611602000e+00 0.000000000000e+00 0.000000000000e+00   ----   0.000000000000e+00
