  16
     195
   0    0 -6.631804323000000e+000
   1    0  7.252130413000000e+000
   2    0  8.251969520999999e+000
   3    0 -7.469527742000000e+000
   4    0  3.059510860000000e+000
   5    0  1.236326762000000e+000
   6    0  4.721550231000000e-001
   8    0 -5.652067676000000e+000
   9    0 -4.017962584000000e+000
  10    0  8.460803255200000e+000
  11    0 -6.890943970000000e-001
  12    0  3.105363739000000e+000
  13    0  9.431601229000000e+000
  14    0 -8.005021828000000e+000
   1    1 -3.995672433000000e+000
   2    1 -2.839890911000000e+000
   3    1 -3.774182042000000e+000
   4    1 -8.304372844000000e+000
   5    1 -3.097352556000000e-001
   6    1 -9.673729215000000e+000
   7    1  8.268222558000000e+000
   8    1  6.108220536000000e-001
   9    1 -7.885767540000000e+000
  10    1  4.417234234400000e+001
  11    1 -3.517516995000000e+000
  12    1  7.946297141000000e+000
  13    1 -1.115775504000000e+000
  14    1  2.552053256000000e+000
   1    2 -4.782555773000000e+000
   2    2  9.935458813000000e+000
   3    2  5.105111106000000e+000
   4    2 -4.042986097000000e+000
   6    2 -4.872020626000000e+000
   7    2 -3.931647194000000e+000
   8    2 -4.773118850000000e+000
   9    2  4.096464324000000e+000
  10    2  2.280422062000000e+001
  11    2  6.952174583000000e-001
  12    2  9.426570025000000e+000
  13    2  2.989492236000000e+000
  14    2 -8.883641761000000e+000
  15    2 -5.390581502000000e+000
   0    3 -2.723341734000000e+000
   1    3 -6.189937169000000e+000
   2    3 -2.828618595000000e+000
   4    3 -4.459271915000000e+000
   6    3  4.227770783000000e+000
   8    3 -7.482263103000000e+000
   9    3  9.176801286000000e+000
  10    3 -5.165925392400001e+001
  11    3  2.046011610000000e+000
  12    3  1.188645607000000e+000
  13    3 -4.488330601000000e+000
  14    3  4.029943181000000e+000
  15    3 -8.500096584000000e+000
   1    4 -8.156430390000001e+000
   2    4  6.115749442000000e+000
   4    4  4.015049022000000e-001
   5    4  3.711501137000000e+000
   6    4 -9.353845849000001e+000
   7    4  8.619543126000000e+000
   8    4  8.913093394000001e+000
  10    4  7.643678640080000e+001
  12    4  3.150244372000000e+000
  13    4 -3.803415963000000e+000
   0    5  8.469635630999999e+000
   1    5 -6.450584448000000e+000
   2    5  8.932355103000001e+000
   4    5 -8.192086653000000e+000
   5    5 -4.082864420000000e+000
   6    5 -6.304888576000000e+000
   7    5 -8.425664364999999e+000
   8    5  9.901173100000000e-001
  10    5  1.767076199600000e+001
  11    5  6.126092771000000e+000
  13    5  1.283449128000000e+000
  15    5  6.526210817000000e+000
   0    6 -3.451161517000000e+000
   1    6 -4.338328233000000e+000
   2    6 -9.579138484000000e+000
   3    6 -1.441629550000000e+000
   5    6  9.519931799000000e+000
   6    6  7.566056810000000e+000
   9    6  4.838654169000000e-001
  10    6 -6.052845448000000e+001
  11    6 -5.325030382000000e+000
  13    6  4.027105466000000e+000
  14    6  7.776308352000000e+000
  15    6  7.628273834000000e+000
   1    7 -8.163482290999999e+000
   2    7  8.652999604000000e+000
   3    7  9.679106046999999e+000
   4    7  3.179125011000000e+000
   6    7 -7.396893104000000e-001
   7    7  4.686925461000000e+000
   9    7  2.774275512000000e+000
  10    7  1.863401452720000e+001
  11    7  8.821511650000000e+000
  14    7  5.918941332000000e+000
  15    7 -6.970525988000000e+000
   2    8 -5.593535533000000e+000
   4    8  2.424516114000000e+000
   6    8  2.494399163000000e-001
   7    8 -1.399487186000000e+000
   9    8 -6.352413149000000e-001
  10    8  7.702545125600000e+000
  11    8  9.049792947000000e+000
  12    8  5.717274084000000e+000
  14    8 -9.256280682000000e+000
   0    9 -9.254474197000000e+000
   1    9 -7.357647719000000e+000
   2    9 -6.866171282000000e+000
   3    9 -8.559952492000001e+000
   4    9  2.346859319000000e-001
   7    9 -9.294161597000000e+000
   9    9  4.297681293000000e+000
  10    9  9.387437276000000e-001
  11    9 -9.799756742000000e+000
  12    9  4.564382770000000e+000
  14    9 -9.122932864999999e+000
   1   10 -4.448655260000000e+000
   2   10  3.025261238000000e-001
   3   10 -7.505251093000000e-001
   4   10 -8.701772035999999e+000
   5   10 -1.652372959000000e+000
   7   10 -4.928982087000000e+000
   9   10 -4.533091444000000e-001
  10   10 -3.480708814400000e+001
  11   10 -6.539873001000000e+000
  12   10  1.191993862000000e+000
  13   10  7.474525226000000e+000
  14   10 -8.946978759000000e+000
  15   10 -7.909003423000000e+000
   0   11  2.329357657000000e-001
   1   11  4.598676900000000e+000
   2   11  7.088605795000000e+000
   3   11 -6.942171515000000e+000
   4   11  7.016308698000000e-001
   5   11  9.636960985000000e+000
   6   11 -8.504473610000000e-001
   7   11  8.439793794000000e-001
  10   11  9.610102367200000e+000
  11   11  6.723347774000000e+000
  12   11  2.802074038000000e+000
  13   11 -7.092379128000000e+000
  14   11  7.500639572000000e+000
   0   12 -8.379584530000001e+000
   1   12 -9.764827844999999e+000
   2   12  4.389654895000000e+000
   3   12  9.485087087000000e+000
   4   12 -8.215777848000000e+000
   5   12 -2.269931004000000e-001
   7   12 -6.607592829000000e+000
   8   12 -5.755694125000000e+000
  10   12 -3.286311139200000e+001
  11   12 -4.746389121000000e+000
  13   12 -1.884602354000000e+000
  14   12  1.791667142000000e-001
  15   12 -5.851748982000000e+000
   0   13  4.652813815000000e+000
   1   13 -3.072083873000000e+000
   4   13 -2.561649697000000e+000
   5   13  8.122646693000000e+000
   7   13  9.621650166000000e+000
   8   13  2.700336348000000e+000
  10   13 -1.024659878800000e+001
  11   13  5.426216258000000e+000
  12   13 -9.136582670999999e+000
  13   13 -4.041868137000000e+000
  14   13 -2.402469346000000e+000
  15   13 -3.354582553000000e+000
   0   14 -3.471808858000000e+000
   1   14 -4.243997562000000e+000
   2   14  5.485604668000000e+000
   3   14 -5.436057503000000e+000
   4   14 -7.535049981000000e+000
   5   14  3.080061544000000e+000
   6   14 -7.949483258000000e-001
   7   14 -6.005194386000000e+000
   8   14  7.449084426000000e+000
  10   14 -2.378061331760000e+001
  11   14 -6.158445217000000e-001
  12   14 -7.299838706000000e+000
  13   14  9.254012441000000e+000
  14   14  8.689647504000000e-001
   0   15 -7.009150625000000e+000
   1   15 -1.998988020000000e+000
   3   15 -1.640497958000000e+000
   4   15  9.249550218000000e+000
   5   15  6.934445773000000e+000
   7   15 -3.673058991000000e+000
  10   15  3.699820087200000e+001
  11   15 -7.026199251000000e+000
  13   15 -9.273632390000000e+000
  14   15 -5.537379913000000e-001
  12
   1  0.0000000000e+000
   2  2.0000000000e+000
   3  3.0000000000e+000
   4  4.0000000000e+000
   5  5.0000000000e+000
   6  8.0000000000e+000
   7  1.0000000000e+001
   8  1.1000000000e+001
   9  1.2000000000e+001
  10  1.3000000000e+001
  11  1.4000000000e+001
  12  1.5000000000e+001
