15 
 168 
   0    0   -5.741517390e+00 
   0    1    3.087334900e+00 
   0    2   -7.009351913e+00 
   0    3   -8.018696125e+00 
   0    4   -5.846443945e+00 
   0    5    1.912599237e+00 
   0    6   -9.349352367e+00 
   0    7   -9.359552050e+00 
   0    8    9.886401836e+00 
   0    9   -2.709892344e+00 
   0   10   -1.797671050e-01 
   0   11    6.274579367e+00 
   0   12   -7.069762170e+00 
   0   13    2.782355232e+00 
   0   14   -3.498711113e+00 
   1    0   -9.893500592e+00 
   1    1   -9.701985055e+00 
   1    5    1.234279026e-01 
   1    6    4.693654175e+00 
   1    7   -3.950217877e+00 
   1    8    5.134700371e+00 
   1    9   -6.699442367e+00 
   1   12    8.803341526e+00 
   1   13   -9.625947800e-01 
   2    0   -3.683336308e+00 
   2    1   -2.105699072e-01 
   2    2   -3.485417391e+00 
   2    3   -5.855640131e-01 
   2    4    4.887450510e+00 
   2    5    2.946245864e+00 
   2    7    7.422461278e+00 
   2    8   -4.745557155e+00 
   2    9   -5.236064594e+00 
   2   10   -3.102209592e+00 
   2   11   -8.196089409e+00 
   2   14   -4.046163114e+00 
   3    0    5.396295316e+00 
   3    1   -8.941602178e+00 
   3    2    1.414209484e+00 
   3    4    9.250649084e+00 
   3    5    6.126404123e+00 
   3    6    3.392560687e+00 
   3    7   -8.651935644e+00 
   3    8   -9.592012999e+00 
   3    9    7.600890039e+00 
   3   13   -8.557568901e+00 
   3   14    9.332271955e+00 
   4    1   -2.273133607e+00 
   4    2    6.588444895e+00 
   4    3    4.621302856e+00 
   4    4   -8.151668399e+00 
   4    5    8.770221812e+00 
   4    6   -2.212027276e+00 
   4    7    7.550276278e+00 
   4    9    3.076431877e+00 
   4   11   -7.554913318e-01 
   4   12    2.304644976e+00 
   4   13   -5.613583426e-02 
   4   14   -4.260333534e+00 
   5    4   -3.909914305e+00 
   5    5    2.540460797e+00 
   5    6    4.071923466e-01 
   5    7   -8.136745956e-01 
   5    8    3.678520017e+00 
   5   10   -8.804141667e+00 
   5   11   -5.758208696e+00 
   5   12   -1.243250444e-01 
   6    0   -8.370257478e+00 
   6    1   -3.281909847e-01 
   6    2    5.596923916e+00 
   6    5    9.526489554e+00 
   6    6    3.966419923e+00 
   6    7   -8.407428507e+00 
   6    8   -4.816469027e+00 
   6   13    5.784200116e+00 
   7    0    7.380739410e-01 
   7    1   -6.703073479e+00 
   7    2    7.939747248e+00 
   7    3    6.371656904e+00 
   7    5   -6.129756891e+00 
   7    8    2.686508477e+00 
   7   12    2.691767336e+00 
   8    0    9.441762387e+00 
   8    4   -2.219887474e+00 
   8    5   -7.702461164e+00 
   8    6   -5.276362150e+00 
   8    7    9.540867375e-01 
   8   10   -6.010671594e+00 
   8   14   -5.715843284e+00 
   9    2   -4.443827074e+00 
   9    3   -6.632747763e+00 
   9    4   -4.017947324e+00 
   9    5   -2.391175331e+00 
   9    6   -7.469541454e+00 
   9    7    7.201358156e+00 
   9    8    5.332881880e+00 
   9    9    2.438967167e+00 
   9   10    1.319962436e+00 
   9   11   -5.644436819e+00 
   9   12    3.213952330e+00 
   9   13   -3.173864347e+00 
   9   14   -8.252299400e+00 
  10    0    4.722148423e+00 
  10    1    7.309576814e+00 
  10    2   -3.572171731e+00 
  10    3    8.863229827e+00 
  10    4   -8.264906302e+00 
  10    5    2.099023657e+00 
  10    6    3.722445171e+00 
  10    7   -3.568144807e+00 
  10    8   -6.327866837e+00 
  10    9   -1.811670187e+00 
  10   10    6.395430131e+00 
  10   11   -6.718221950e+00 
  10   12    9.270724348e+00 
  10   13    2.279895141e+00 
  10   14   -1.754165983e+00 
  11    0    8.208192965e+00 
  11    1   -6.722964291e+00 
  11    4   -1.936614072e-01 
  11    5   -7.301495211e-01 
  11    6    9.375300969e+00 
  11    7   -2.291152477e+00 
  11    8   -1.157077712e+00 
  11   10   -2.040736055e+00 
  11   11    1.664907615e+00 
  11   12    2.202961097e-01 
  11   13   -6.654993190e+00 
  11   14   -4.732749045e+00 
  12    0    6.134729326e+00 
  12    1   -1.098395630e+00 
  12    2    1.741324272e+00 
  12    3    2.747861838e+00 
  12    4    7.069002568e+00 
  12    5    1.604356084e-01 
  12    6    5.882116383e+00 
  12   10    9.815027450e-01 
  12   12   -5.921566955e+00 
  12   14   -7.664506829e+00 
  13    0    8.250872984e+00 
  13    2   -3.867926430e+00 
  13    3   -9.506598099e+00 
  13    4   -1.502479397e+00 
  13    5    2.019819018e+00 
  13    6    9.820251890e-01 
  13    7    4.627380658e+00 
  13    8   -8.943822534e+00 
  13    9   -4.966570189e+00 
  13   10    4.404473724e+00 
  13   11    6.800579896e+00 
  13   12   -2.887341244e+00 
  13   13   -6.567966441e+00 
  13   14   -3.012415349e+00 
  14    0   -5.533964834e+00 
  14    1    7.523766630e+00 
  14    2    4.800515879e+00 
  14    3    2.031804993e+00 
  14    4    6.445848713e+00 
  14    5   -3.541852075e+00 
  14    6    9.073439000e+00 
  14    7   -8.944390422e+00 
  14    8    7.836089845e+00 
  14    9    4.083878426e+00 
  14   10    5.690283317e-01 
  14   11   -3.395506073e+00 
  14   12   -4.566304041e-01 
  14   13   -8.651519393e+00 
  14   14   -6.180986994e+00 
 11 
   0   -5.806484928e+00 
   1   -7.411696477e+00 
   2   -9.679017941e+00 
   3   -4.310084646e+00 
   4    5.295235745e+00 
   5   -8.144774238e+00 
   6    9.660179928e+00 
   7    3.802192486e+00 
   8   -2.629521143e+00 
   9    3.959127083e+00 
  14    7.693573748e-01 
