13 
 126 
   0    0    5.271422664e+00 
   0    1   -1.495618761e+00 
   0    2    3.193020024e+00 
   0    3   -7.139065383e+00 
   0    4    8.147577441e+00 
   0    6   -9.888080131e+00 
   0    7   -3.811666887e+00 
   0    8    7.579502377e+00 
   0    9    2.185106236e+00 
   0   10   -4.002999589e-01 
   0   11   -8.980374495e+00 
   0   12   -3.591736347e+00 
   1    0    9.678337520e+00 
   1    4    3.205958557e+00 
   1    5    1.458761939e+00 
   1    6   -9.748610842e+00 
   1    7   -3.855290392e+00 
   1    8    2.562163564e+00 
   1    9   -6.153268436e+00 
   1   10    9.640965025e+00 
   1   11   -2.330560537e+00 
   1   12    9.185866388e+00 
   2    0   -2.560696779e+00 
   2    1    2.580555706e+00 
   2    2   -6.984966160e+00 
   2    3   -4.641532359e+00 
   2    4   -8.040492760e+00 
   2    6    3.026482368e+00 
   2    7    6.050510602e+00 
   2   11    8.929704609e+00 
   3    4    2.339239565e+00 
   3    5   -9.166394298e+00 
   3    6    7.035463869e+00 
   3    9    6.342167605e+00 
   3   10   -8.963175110e+00 
   4    1    1.639931308e+00 
   4    2   -4.592706538e+00 
   4    3    5.350529888e+00 
   4    4    3.049510985e+00 
   4    5   -4.341239960e+00 
   4    6   -9.374053078e+00 
   4    7   -1.252779500e+00 
   4    8    3.406160644e+00 
   4   10    1.887438644e+00 
   4   11   -6.525159429e+00 
   4   12    9.529690498e+00 
   5    0    6.776473954e+00 
   5    1   -4.886506676e+00 
   5    2    5.386133796e+00 
   5    3    5.551642483e+00 
   5    4   -7.931551565e+00 
   5    5   -2.068635198e+00 
   5    6    4.649661731e+00 
   5    7   -2.784944266e+00 
   5    8    1.092061664e+00 
   5    9    4.284107929e+00 
   5   10    6.482068471e+00 
   5   11    2.742636200e+00 
   5   12   -1.538523121e+00 
   6    0   -6.647023829e+00 
   6    1   -7.067017372e+00 
   6    2   -1.029002704e-01 
   6    3   -8.223120409e+00 
   6    4   -3.735863058e+00 
   6    5    9.217338122e+00 
   6    6    6.951788939e+00 
   6    7   -2.509335296e+00 
   6    8   -9.383861373e+00 
   6    9    8.609228703e+00 
   6   10   -1.297617138e+00 
   6   11    8.824773539e+00 
   7    4   -3.421750008e+00 
   7    5    9.811370523e+00 
   7    6   -6.519469045e+00 
   7    7   -1.906895588e+00 
   7    8    8.558713491e+00 
   7    9   -5.387577197e+00 
   7   10    9.221828717e-01 
   7   11    8.574236554e+00 
   7   12    2.235706128e+00 
   8    0   -8.013710540e+00 
   8    1    1.028767968e+00 
   8    2    8.055382791e+00 
   8    3    3.432049114e+00 
   8    4    5.148586170e+00 
   8    5   -4.665341938e+00 
   8    6   -3.170492227e+00 
   8    7    8.511815036e+00 
   8    8   -9.389988691e+00 
   8    9    9.852096582e+00 
   8   10    7.056385080e+00 
   8   11   -8.855544423e+00 
   8   12   -6.454738958e+00 
   9    0   -8.657599543e+00 
   9    1   -7.631582071e-01 
   9    2    5.152106247e+00 
   9    3    7.137282522e-01 
   9    4    6.957909206e+00 
   9    7   -1.847831567e+00 
   9    8    2.398832478e-02 
   9    9   -8.436843126e+00 
   9   10   -9.151647722e-01 
   9   12   -2.445387955e+00 
  10    0    8.681026011e+00 
  10    4   -5.207782738e+00 
  10    9    7.300758670e-01 
  10   10    4.716575048e+00 
  10   11   -8.802235184e-01 
  10   12    7.992491678e+00 
  11    2    9.217297211e+00 
  11    8   -9.402561416e+00 
  11    9   -7.631850127e+00 
  11   10    8.294607824e+00 
  11   11    2.927764243e+00 
  12    0    6.249279038e+00 
  12    1    9.717310484e+00 
  12    2    3.602354219e+00 
  12    3    8.416523995e+00 
  12    4   -4.397226998e-02 
  12    5    4.119302888e+00 
  12    6    5.890117597e+00 
  12    7   -5.844925834e+00 
  12    8    3.712701553e+00 
  12    9   -6.925721821e+00 
  12   10   -7.341756962e+00 
  12   11   -8.599757795e+00 
 9 
   0   -2.372026591e+00 
   1    6.225827592e+00 
   2    7.642976886e-01 
   4    1.251999031e+00 
   6   -3.003109985e+00 
   8   -9.922273424e+00 
   9   -3.599433381e+00 
  10    9.134130701e+00 
  11   -7.605863527e+00 
