14 
 147 
   0    0   -1.943051216e+00 
   0    1    1.171984415e+00 
   0    2    3.253870348e-01 
   0    3   -5.150177205e+00 
   0    6   -5.860439358e+00 
   0    7   -7.692897531e+00 
   0    8    5.256047830e+00 
   0    9   -9.379365794e+00 
   0   10    1.196634604e+00 
   0   11   -5.356514241e+00 
   0   12    9.559732132e+00 
   0   13   -6.095724799e+00 
   1    0   -2.463138266e+00 
   1    1   -4.858094018e+00 
   1    2   -4.666640209e+00 
   1    3   -1.507861946e-01 
   1    4    9.166726695e+00 
   1    8   -7.027834145e+00 
   1    9   -2.261556283e+00 
   1   10    2.817863649e+00 
   1   13   -9.088549890e-01 
   2    1    7.330566458e+00 
   2    2    7.524900822e+00 
   2    3   -6.334003720e+00 
   2    4    9.613383078e+00 
   2    5    4.389654303e+00 
   2    6    7.326546325e+00 
   2    7   -4.877960492e+00 
   2    8   -5.150676619e+00 
   2    9   -4.990819614e+00 
   2   10   -7.323251449e+00 
   2   11   -4.837784057e+00 
   2   12   -1.198169326e+00 
   2   13   -1.974291957e+00 
   3    0    9.621172016e+00 
   3    1   -4.050979280e+00 
   3    5    9.528190777e+00 
   3    7    7.307463688e+00 
   3    8   -7.727895388e+00 
   3   12   -8.262926888e+00 
   3   13   -5.242993540e+00 
   4    0    9.740071425e+00 
   4    1    6.698205209e+00 
   4    2    4.888946977e+00 
   4    3   -7.654765915e+00 
   4    6    5.862192668e+00 
   4    9    9.042629926e-01 
   4   10    5.762589718e+00 
   4   11    4.546747304e+00 
   4   12   -7.778674736e+00 
   4   13   -5.020479756e+00 
   5    0    3.165467592e+00 
   5    1   -2.951116694e+00 
   5    2   -8.361748328e+00 
   5    3   -2.456484468e+00 
   5    4   -5.234652923e+00 
   5    5    1.399676619e+00 
   5    6   -4.092180900e+00 
   5    7   -6.096771051e+00 
   5    8   -8.854255962e+00 
   5    9    2.767249322e+00 
   5   10   -8.161315718e+00 
   5   11   -7.853692214e+00 
   5   12    7.823604240e-01 
   5   13    2.140035987e-01 
   6    0   -6.142688371e+00 
   6    3   -9.615685185e+00 
   6    4    5.970181574e+00 
   6    5   -5.475133159e+00 
   6    6   -5.030371781e+00 
   6    7   -7.809574420e+00 
   6    8   -4.842672947e+00 
   6    9    5.360281873e+00 
   6   10   -4.255779080e+00 
   7    4    2.544696149e+00 
   7    5    7.036617334e+00 
   7    6    3.858028848e+00 
   7    7    8.301012533e+00 
   7    8    2.945871564e+00 
   7    9   -2.755598480e+00 
   7   10   -3.368408156e+00 
   7   11   -9.873751030e+00 
   7   12    5.087384846e+00 
   7   13   -7.181929997e+00 
   8    0   -7.112730661e+00 
   8    1    4.027611192e+00 
   8    2    1.367004274e+00 
   8    3   -8.461218665e-01 
   8    9   -9.005616700e+00 
   8   11   -7.240112819e+00 
   8   12    6.200701778e+00 
   8   13   -3.930332128e+00 
   9    0    9.796083423e+00 
   9    2    1.703561832e+00 
   9    3   -9.249437324e+00 
   9    5    8.690851147e+00 
   9    6   -1.650359899e+00 
   9    7   -8.421141183e-01 
   9    8    8.878638929e+00 
   9    9    8.377798226e+00 
   9   10   -2.121063124e+00 
   9   11   -3.312044489e+00 
   9   12   -9.687045945e+00 
   9   13   -3.321551299e+00 
  10    1    4.625517937e+00 
  10    3    6.413210097e+00 
  10    5   -7.834549340e+00 
  10    8   -7.811086939e+00 
  10    9   -5.941907893e+00 
  10   10    7.188477251e+00 
  10   11   -3.595547991e+00 
  10   12   -3.340548238e-01 
  10   13    5.460539839e+00 
  11    0    6.496572857e+00 
  11    1    1.011021258e+00 
  11    2    6.970896411e+00 
  11    3   -4.440840388e+00 
  11    4   -1.032049802e+00 
  11    5   -9.355504161e+00 
  11    6    6.557170780e+00 
  11    7   -7.217625662e+00 
  11    8    8.869170443e+00 
  11    9    6.995217745e+00 
  11   10   -8.307216218e+00 
  11   11   -7.637952264e+00 
  11   12   -9.815692398e+00 
  11   13    1.952002619e+00 
  12    0   -6.199712346e+00 
  12    1   -2.051852914e+00 
  12    2   -5.077584171e+00 
  12    3    4.868051579e+00 
  12    4    9.595846170e+00 
  12    5   -8.983463445e-02 
  12    6   -5.539375469e+00 
  12    7   -4.675565210e-01 
  12    8   -4.951539550e+00 
  12    9    2.561186370e+00 
  12   10   -5.458017000e+00 
  13    1    3.646399405e+00 
  13    6    5.786847818e+00 
  13    7   -5.010379549e+00 
  13    8   -5.914380451e+00 
  13    9   -4.876619701e+00 
  13   10   -8.592314959e+00 
  13   11    2.165360193e+00 
  13   12   -4.766226364e+00 
  13   13    2.709752843e+00 
 10 
   0    5.222065694e+00 
   1   -9.722588071e+00 
   5   -8.502673300e+00 
   7   -7.182537660e+00 
   8   -2.800729002e+00 
   9   -6.152453155e+00 
  10   -4.052152110e+00 
  11   -4.359450794e+00 
  12   -6.551594604e+00 
  13    6.584807224e+00 
