  12
     110
   0    0  1.690148695000000e+000
   1    0  8.755596315000000e+000
   2    0 -8.477506847000001e+000
   3    0  2.272460361000000e+000
   4    0  5.456613288000000e+000
   5    0  1.667699142000000e+000
   7    0 -9.225276389999999e+000
   8    0 -1.603934939000000e+000
  10    0 -9.736247125000000e+000
  11    0  1.920134132500000e+001
   1    1 -8.405314999000000e+000
   2    1  2.288430720000000e+000
   4    1 -1.147275750000000e+000
   5    1 -9.920463202000001e+000
   7    1  5.250076853000000e-001
   8    1 -8.540912179999999e+000
   9    1  2.451332439000000e+000
  10    1  1.525440633000000e-001
  11    1 -1.681062999800000e+001
   0    2 -9.280822003999999e+000
   1    2 -9.044906692000000e+000
   2    2 -8.568120784000000e-001
   3    2 -7.208439122000000e+000
   4    2  8.323839910000000e-001
   5    2 -7.328908719000000e+000
   6    2  6.421790852000000e-001
   7    2  4.589742627000000e+000
   9    2 -9.017037502999999e+000
  11    2 -2.737063538800000e+001
   1    3  6.168508500000000e+000
   2    3  7.382581979000000e+000
   3    3 -8.428005479999999e+000
   4    3 -6.045085496000000e+000
   6    3 -7.377458540000000e+000
   7    3 -7.016304639000000e+000
  11    3  1.233701700000000e+001
   0    4 -4.633609398000000e+000
   1    4  6.021729699000000e+000
   2    4 -4.479243936000000e+000
   3    4  3.174540320000000e+000
   4    4 -7.154298990000000e+000
   6    4  4.257295872000000e+000
   7    4 -2.710738727000000e+000
  10    4  2.235577414000000e+000
  11    4  7.409850000000000e+000
   1    5  3.404379082000000e+000
   2    5 -1.096921982000000e-002
   3    5 -6.721749733000000e+000
   4    5  5.541608850999999e-001
   5    5 -1.475857421000000e+000
   6    5 -9.999046195000000e+000
   7    5 -1.603662039000000e+000
  11    5  6.808758164000000e+000
   1    6  5.513347831000000e+000
   2    6 -1.660846993000000e+000
   3    6 -5.103703244000000e+000
   4    6 -2.476612192000000e+000
   5    6 -8.448602728999999e+000
   6    6 -7.337323371000000e-002
   7    6 -3.186041347000000e+000
   8    6  3.188501805000000e+000
  10    6 -4.788142840000000e+000
  11    6  1.102669566200000e+001
   0    7  4.863434567000000e-001
   1    7 -6.529753330000000e+000
   2    7 -2.397645525000000e+000
   3    7 -5.149696049000000e+000
   4    7  8.668334050000000e+000
   5    7  7.495631699000000e+000
   6    7 -7.542866035000000e+000
   7    7  7.935258260000000e+000
  10    7  9.801620456000000e+000
  11    7 -1.257316320330000e+001
   1    8 -6.760273514000000e+000
   3    8 -9.671684173999999e+000
   4    8 -8.589482995999999e+000
   5    8  3.306210538000000e+000
   6    8 -8.853102390000000e+000
   7    8  8.074030209000000e+000
   9    8  3.134756777000000e+000
  11    8 -1.352054702800000e+001
   1    9 -9.001011316000000e+000
   2    9  7.458411411000000e+000
   3    9  4.628467862000000e+000
   4    9  9.608189531000001e+000
   5    9 -3.540755926000000e-001
   6    9 -9.820850009999999e+000
   7    9  3.241730360000000e-002
  10    9 -4.203466893000000e+000
  11    9 -1.800202263200000e+001
   1   10 -3.515260153000000e+000
   3   10  2.598906123000000e+000
   4   10 -7.431607563000000e+000
   5   10  5.664257828000000e+000
   6   10 -2.584974326000000e+000
   7   10 -4.408719265000000e+000
   8   10 -4.013145692000000e+000
  10   10  5.862557594000000e+000
  11   10 -7.030520306000000e+000
   0   11 -9.682302959999999e+000
   1   11  1.074775970000000e+000
   3   11 -7.211736205000000e+000
   4   11 -4.908745853000000e+000
   5   11 -3.456811380000000e+000
   6   11  5.560805165000000e+000
   7   11 -2.995256172000000e+000
   8   11 -6.368521234000001e-002
   9   11 -7.349911549000000e+000
  10   11  5.268144003000000e-001
  11   11 -7.532751019999999e+000
   9
   1  0.0000000000e+000
   2  1.0000000000e+000
   3  3.0000000000e+000
   4  4.0000000000e+000
   5  6.0000000000e+000
   6  7.0000000000e+000
   7  9.0000000000e+000
   8  1.0000000000e+001
   9  1.1000000000e+001
